sample	selected_count	subset_diversity	domain_pass_rate	mean_constraint_score	mean_conservation_score	mean_novelty_score	mean_uniqueness_score
215	20	0.7463264501	0.15	0.07623927319	0.3543478261	0.7609685429	0.7246427372
216	20	0.7489174579	0.2	0.1075358852	0.3913043478	0.7064657266	0.7273047589
217	20	0.7040785831	0.1	0.04944501482	0.3326086957	0.7784105546	0.7011159921
218	20	0.6674595288	0.05	0.03650779046	0.297826087	0.8173485438	0.6869895796
219	20	0.6810499826	0.15	0.1043062201	0.2869565217	0.7912204295	0.6925621819
220	20	0.6496731707	0.1	0.06685924878	0.3326086957	0.780981885	0.6807395368
221	20	0.617439294	0.1	0.04520465684	0.3086956522	0.7858971379	0.6645038761
222	20	0.5856483114	0	0.0002259974559	0.2673913043	0.8267749211	0.6543654375
223	20	0.6669500874	0.05	0.03557813378	0.3	0.8058857331	0.6883177223
224	20	0.7373526561	0.1	0.1033878633	0.3543478261	0.7476641262	0.7188299173
225	20	0.792779479	0.35	0.1986842105	0.5108695652	0.6319619844	0.7606520443
226	20	0.7687766514	0.15	0.06495215311	0.3173913043	0.7746323602	0.7424750516
227	20	0.8009699111	0.2	0.06469596885	0.3586956522	0.7529991944	0.757527762
228	20	0.6726624725	0.1	0.0463930806	0.3434782609	0.7811745022	0.6928518493
229	20	0.7651266231	0.2	0.097411522	0.3673913043	0.7374132291	0.7355715515
230	20	0.7072935588	0.15	0.0815682932	0.3760869565	0.7435882484	0.7037085693
231	20	0.8049215644	0.2	0.1225944185	0.3760869565	0.7233099306	0.7543117063
232	20	0.7976179622	0.2	0.1009007613	0.3891304348	0.7221576057	0.7534171547
233	20	0.7304089023	0.3	0.1570574163	0.4391304348	0.6755547496	0.7159047369
234	20	0.7255563395	0.25	0.2125465716	0.3586956522	0.7388165166	0.7147829624
235	20	0.6977751512	0.2	0.1251063802	0.3869565217	0.722272917	0.7003696378
236	20	0.637265383	0.1	0.07511961722	0.2869565217	0.8128518053	0.6752593941
237	20	0.7317412114	0.2	0.1066985646	0.3673913043	0.7326776217	0.7131139209
238	20	0.756441151	0.25	0.1145800644	0.4108695652	0.6921598266	0.7296807911
239	20	0.7039906022	0.1	0.09597950526	0.3326086957	0.7703241047	0.7011627471
240	20	0.8162463928	0.3	0.1504784689	0.4086956522	0.6998862204	0.7694853285
